"UHRSWORK","INCWAGE","region","education_level","age","gender","race_group"
40,100000,"Midwest","Above_Bachelor",63,"Female","White"
40,32000,"Northeast","Bachelor",25,"Male","Other"
40,55000,"Midwest","High_School",42,"Male","White"
40,85000,"South","Bachelor",44,"Female","Asian"
50,80000,"Midwest","Some_College",36,"Male","White"
8,18000,"South","Some_College",64,"Female","White"
43,115000,"South","Bachelor",28,"Male","White"
40,40000,"South","Some_College",42,"Female","White"
40,76000,"Northeast","High_School",43,"Male","White"
30,35000,"Midwest","Some_College",42,"Female","White"
40,50000,"West","Some_College",22,"Female","White"
60,90000,"Midwest","Above_Bachelor",48,"Female","White"
45,100000,"Northeast","Above_Bachelor",50,"Female","Asian"
40,65000,"Midwest","Bachelor",49,"Male","White"
10,10000,"West","Some_College",23,"Male","Other"
42,28000,"Midwest","High_School",24,"Male","White"
32,31800,"West","High_School",19,"Female","White"
40,40000,"Midwest","Some_College",32,"Male","Other"
38,62000,"South","High_School",55,"Female","White"
40,65000,"Northeast","Bachelor",37,"Female","Asian"
40,40000,"West","High_School",57,"Female","White"
40,90000,"West","Above_Bachelor",36,"Female","Other"
30,31000,"West","High_School",30,"Female","Other"
8,53000,"South","Above_Bachelor",50,"Female","White"
40,65000,"Midwest","Bachelor",51,"Female","White"
40,54000,"Northeast","Some_College",40,"Female","Other"
40,40800,"Midwest","High_School",39,"Male","White"
40,70000,"South","Bachelor",43,"Female","White"
42,75000,"West","Some_College",52,"Male","White"
40,60000,"West","Above_Bachelor",27,"Male","White"
40,14000,"South","High_School",57,"Female","White"
60,150000,"Midwest","Bachelor",53,"Male","White"
40,105000,"Northeast","Above_Bachelor",32,"Female","Black"
40,112000,"South","Above_Bachelor",29,"Female","Asian"
26,26600,"West","Bachelor",23,"Female","White"
40,7000,"Midwest","High_School",42,"Male","White"
40,40000,"Northeast","Some_College",61,"Female","White"
40,30000,"South","Some_College",26,"Male","Other"
60,120000,"Midwest","Bachelor",40,"Female","White"
50,50000,"Midwest","High_School",36,"Male","Other"
55,275000,"West","Above_Bachelor",62,"Male","White"
40,46000,"Midwest","Bachelor",35,"Female","White"
40,147000,"West","Some_College",57,"Male","White"
25,11200,"South","Some_College",61,"Female","White"
42,53000,"South","Some_College",64,"Female","White"
25,15000,"South","Some_College",31,"Female","White"
40,20000,"South","Below_High_School",19,"Male","Other"
40,50000,"West","Bachelor",47,"Male","Other"
45,100000,"Northeast","Bachelor",33,"Female","White"
38,28000,"West","High_School",43,"Female","Other"
40,72000,"West","Bachelor",27,"Female","White"
35,36000,"Northeast","Some_College",55,"Female","White"
45,170000,"South","Some_College",53,"Male","White"
55,28000,"South","Some_College",33,"Male","White"
40,49000,"West","Below_High_School",59,"Male","Other"
40,20000,"Northeast","High_School",27,"Male","White"
20,15000,"West","High_School",18,"Male","Other"
42,87000,"Midwest","Above_Bachelor",61,"Male","White"
36,65000,"West","High_School",62,"Male","White"
55,574000,"South","Above_Bachelor",50,"Female","White"
50,150000,"Midwest","Above_Bachelor",54,"Male","Other"
40,27000,"South","Below_High_School",21,"Male","Other"
40,78000,"Northeast","Above_Bachelor",38,"Female","White"
40,120000,"Northeast","Bachelor",46,"Male","White"
60,180000,"West","Bachelor",23,"Male","Asian"
18,5500,"Midwest","Bachelor",31,"Female","Black"
50,200000,"Midwest","Some_College",49,"Male","White"
15,5000,"West","Bachelor",42,"Female","White"
36,38000,"Midwest","Above_Bachelor",40,"Female","White"
50,270000,"Northeast","Bachelor",45,"Female","White"
40,97000,"Northeast","Above_Bachelor",45,"Female","Black"
42,65000,"West","Some_College",22,"Female","White"
50,137000,"West","Bachelor",23,"Female","Asian"
20,6900,"Northeast","Some_College",20,"Female","White"
45,45000,"South","Some_College",65,"Female","White"
30,36000,"Midwest","High_School",54,"Female","White"
40,28800,"Midwest","Some_College",48,"Male","Other"
55,34000,"Midwest","High_School",27,"Female","Asian"
40,30000,"West","High_School",24,"Male","White"
40,6800,"West","Bachelor",37,"Female","Asian"
60,162000,"West","Bachelor",55,"Male","White"
50,90000,"West","High_School",51,"Male","White"
26,22800,"West","Some_College",20,"Male","Other"
40,65000,"South","Some_College",58,"Female","White"
50,110000,"Midwest","Some_College",30,"Male","White"
20,4000,"Midwest","High_School",54,"Male","Other"
40,65000,"Northeast","Bachelor",28,"Male","Other"
41,106000,"Northeast","Bachelor",36,"Male","White"
40,140000,"West","Bachelor",32,"Female","Other"
45,95000,"Midwest","Bachelor",52,"Male","White"
40,145000,"West","Some_College",39,"Female","Asian"
45,13800,"West","Bachelor",25,"Female","White"
40,42000,"Midwest","Above_Bachelor",61,"Male","White"
40,100000,"South","Some_College",49,"Male","Black"
50,53000,"West","High_School",52,"Female","White"
40,90000,"West","Above_Bachelor",31,"Male","White"
40,79000,"West","Some_College",63,"Female","White"
50,40000,"West","Some_College",38,"Female","White"
40,43700,"Northeast","High_School",29,"Male","White"
30,8600,"Midwest","Bachelor",25,"Female","White"
40,23000,"South","Some_College",28,"Male","Black"
40,30000,"South","Bachelor",22,"Male","White"
40,35000,"West","High_School",43,"Female","White"
20,15000,"South","High_School",23,"Female","Other"
40,55000,"Midwest","Above_Bachelor",27,"Male","White"
45,170000,"Midwest","Above_Bachelor",36,"Male","White"
45,42000,"South","Above_Bachelor",28,"Female","White"
50,49000,"South","Above_Bachelor",55,"Male","Black"
55,71000,"West","Bachelor",30,"Female","White"
35,55000,"South","Bachelor",29,"Male","White"
40,48000,"Northeast","High_School",56,"Male","Other"
40,35000,"Northeast","Above_Bachelor",28,"Female","White"
40,33000,"Midwest","High_School",18,"Male","White"
40,87000,"West","Above_Bachelor",61,"Male","White"
70,66000,"Northeast","High_School",65,"Female","White"
40,63000,"Northeast","High_School",48,"Male","Other"
40,24000,"South","Some_College",23,"Female","White"
60,58000,"South","Bachelor",53,"Male","Black"
40,45300,"Midwest","Some_College",65,"Male","White"
30,18000,"Midwest","High_School",34,"Male","White"
40,50000,"Northeast","High_School",56,"Female","White"
5,24000,"West","Some_College",62,"Female","White"
40,30000,"Northeast","Some_College",47,"Male","Other"
8,3600,"Midwest","High_School",28,"Female","Other"
62,24000,"West","High_School",20,"Male","White"
50,30000,"West","Some_College",32,"Female","Other"
40,35000,"South","Some_College",31,"Female","Black"
70,50000,"South","High_School",35,"Male","White"
40,60000,"Northeast","Some_College",63,"Female","White"
40,44000,"South","Bachelor",42,"Female","White"
37,118000,"South","High_School",41,"Male","Other"
60,10000,"West","Bachelor",41,"Male","White"
47,90000,"West","Below_High_School",58,"Male","White"
40,75000,"West","Bachelor",24,"Male","White"
40,44000,"South","High_School",60,"Female","White"
40,20000,"South","Some_College",34,"Female","White"
40,40000,"West","Bachelor",30,"Male","Asian"
40,13000,"South","Some_College",42,"Female","Black"
23,35000,"Northeast","Bachelor",41,"Female","White"
37,15000,"Northeast","Some_College",23,"Female","Other"
40,38000,"South","High_School",33,"Female","White"
40,52000,"South","Some_College",58,"Male","White"
40,45000,"Northeast","Bachelor",58,"Female","White"
60,67000,"Midwest","Above_Bachelor",30,"Male","White"
40,62000,"West","Above_Bachelor",42,"Female","White"
36,89000,"West","Some_College",38,"Female","White"
40,30000,"Northeast","High_School",30,"Male","White"
10,15000,"West","Bachelor",40,"Female","White"
40,35000,"Northeast","Above_Bachelor",36,"Female","White"
40,70000,"South","Bachelor",52,"Female","White"
40,50000,"South","Bachelor",64,"Male","White"
30,9200,"Northeast","Some_College",39,"Female","White"
60,100000,"West","High_School",39,"Male","Other"
40,75000,"West","High_School",59,"Male","Other"
40,22000,"South","High_School",22,"Female","White"
48,36000,"South","Bachelor",30,"Female","Black"
40,125000,"South","Bachelor",39,"Male","Asian"
17,12000,"Midwest","Some_College",45,"Female","Other"
40,20000,"West","Some_College",48,"Female","Other"
25,12000,"South","Some_College",22,"Female","Other"
30,27300,"Midwest","Some_College",19,"Female","Black"
40,140000,"South","High_School",47,"Male","White"
25,16000,"Midwest","High_School",56,"Female","White"
20,8900,"Northeast","Some_College",20,"Female","White"
40,85000,"West","Some_College",26,"Male","Other"
40,60000,"West","High_School",34,"Female","Other"
10,25000,"Midwest","Some_College",54,"Female","Other"
40,20600,"Midwest","Above_Bachelor",39,"Female","Black"
10,15000,"West","High_School",18,"Male","Asian"
40,75000,"Northeast","Bachelor",39,"Male","Asian"
40,112000,"Midwest","High_School",33,"Male","Other"
40,6200,"South","High_School",38,"Female","White"
40,31500,"West","Some_College",55,"Female","White"
40,68000,"West","High_School",38,"Male","Other"
48,83000,"South","Bachelor",43,"Male","Black"
40,48000,"West","High_School",61,"Female","Asian"
45,279000,"West","Above_Bachelor",34,"Female","Other"
40,120000,"Northeast","Bachelor",57,"Female","Other"
50,195000,"West","Bachelor",32,"Female","White"
80,97000,"South","Below_High_School",52,"Male","White"
80,40000,"South","High_School",25,"Male","Black"
42,33600,"Midwest","High_School",45,"Female","Black"
49,33000,"Northeast","Some_College",65,"Male","Other"
40,60000,"Midwest","High_School",63,"Male","White"
70,150000,"Midwest","Below_High_School",45,"Male","Black"
20,12700,"West","Bachelor",61,"Female","White"
40,200000,"West","High_School",48,"Male","White"
55,150000,"South","Bachelor",54,"Male","Other"
40,50000,"South","High_School",55,"Male","White"
40,63000,"South","High_School",30,"Male","Other"
40,68000,"South","Bachelor",30,"Female","Asian"
40,30000,"South","Bachelor",27,"Female","Black"
40,95000,"West","Above_Bachelor",53,"Female","White"
50,100000,"West","High_School",38,"Male","White"
60,90000,"Midwest","Some_College",50,"Male","White"
40,50000,"Midwest","High_School",64,"Male","White"
65,100000,"Northeast","Bachelor",31,"Male","White"
40,20000,"South","High_School",33,"Female","Other"
50,120000,"South","Bachelor",28,"Male","White"
25,10200,"South","Some_College",24,"Female","White"
50,210000,"South","Above_Bachelor",57,"Male","White"
40,35000,"West","Below_High_School",41,"Female","Other"
30,35000,"Northeast","Bachelor",25,"Male","White"
40,55000,"Midwest","Bachelor",23,"Female","Other"
40,136000,"West","Bachelor",37,"Male","Black"
40,165000,"West","Above_Bachelor",51,"Male","White"
40,34000,"South","High_School",47,"Female","Other"
40,120000,"West","Some_College",41,"Female","White"
36,49000,"South","Some_College",23,"Female","White"
25,14500,"Midwest","Above_Bachelor",21,"Female","Asian"
40,100000,"South","Bachelor",44,"Female","White"
50,25000,"South","Below_High_School",27,"Male","White"
40,42000,"South","High_School",49,"Female","Other"
36,76000,"Midwest","Some_College",52,"Female","White"
45,24000,"South","High_School",18,"Male","White"
35,19000,"Midwest","High_School",65,"Male","White"
37,58000,"Midwest","Above_Bachelor",47,"Female","White"
40,27500,"West","Some_College",22,"Male","Other"
5,30000,"West","Bachelor",64,"Female","White"
86,72000,"South","Some_College",42,"Male","Asian"
50,45000,"West","Above_Bachelor",50,"Female","White"
45,42000,"Midwest","Some_College",22,"Male","White"
40,75000,"Midwest","Some_College",36,"Female","Other"
50,90000,"Northeast","Some_College",59,"Female","White"
20,11400,"South","Some_College",21,"Female","White"
30,60000,"West","Bachelor",35,"Male","White"
40,10000,"Northeast","High_School",60,"Male","White"
40,94000,"West","Some_College",63,"Female","White"
40,35000,"South","High_School",51,"Male","White"
32,17000,"South","Bachelor",28,"Female","Black"
70,225000,"South","Some_College",31,"Male","White"
40,110000,"Midwest","Above_Bachelor",39,"Male","Asian"
6,1500,"Northeast","Below_High_School",18,"Male","White"
45,80000,"Northeast","High_School",61,"Female","Asian"
45,39000,"Northeast","High_School",62,"Female","White"
40,20000,"West","High_School",29,"Female","Other"
45,75000,"Northeast","High_School",64,"Male","White"
42,71000,"South","Some_College",56,"Female","White"
24,48000,"Northeast","Bachelor",39,"Female","White"
84,444000,"South","Above_Bachelor",33,"Male","Asian"
40,25000,"Midwest","High_School",32,"Male","White"
40,53000,"Northeast","Above_Bachelor",39,"Male","White"
45,48000,"West","High_School",53,"Male","Other"
40,85000,"South","High_School",64,"Female","White"
40,80000,"West","Some_College",35,"Male","Other"
40,104000,"South","Below_High_School",60,"Male","White"
45,100000,"Midwest","Some_College",31,"Female","White"
40,70000,"Northeast","Some_College",36,"Male","White"
36,61000,"South","Some_College",59,"Female","White"
40,55000,"South","High_School",57,"Male","Other"
36,1500,"West","Bachelor",63,"Female","White"
40,29100,"West","Below_High_School",55,"Female","Other"
40,40000,"West","High_School",33,"Female","White"
42,20000,"Northeast","Some_College",23,"Female","Other"
25,34000,"Northeast","Bachelor",36,"Female","White"
40,24000,"South","Below_High_School",48,"Female","Asian"
8,34600,"Northeast","Bachelor",27,"Female","Asian"
30,2500,"Midwest","Below_High_School",18,"Male","Other"
56,646000,"Midwest","Bachelor",62,"Female","White"
40,160000,"Northeast","Above_Bachelor",35,"Female","Asian"
50,240000,"South","Bachelor",37,"Female","Asian"
50,100000,"West","Some_College",54,"Female","White"
40,70000,"South","Some_College",48,"Male","White"
32,25000,"South","Some_College",30,"Male","Black"
40,180000,"West","High_School",63,"Male","Other"
60,31000,"Midwest","Below_High_School",41,"Female","White"
40,684000,"West","Above_Bachelor",58,"Female","Asian"
