UHRSWORK,INCWAGE,region,education_level,age,gender,race_group
38,61629,Northeast,Bachelor,39,Female,Asian
42,37700,Northeast,High_School,55,Female,Other
35,34991,South,High_School,58,Male,White
40,26584,Northeast,High_School,33,Female,Black
40,43787,Northeast,High_School,44,Male,Black
46,39741,Northeast,High_School,62,Female,White
35,27131,West,High_School,37,Female,White
45,62654,West,Bachelor,50,Female,Asian
30,40824,Northeast,High_School,21,Male,White
26,35428,Northeast,High_School,64,Female,Other
42,37931,South,Some_College,58,Female,White
44,77461,Northeast,Above_Bachelor,21,Female,White
45,38889,South,Some_College,46,Male,Other
31,21073,Midwest,Below_High_School,59,Female,Asian
54,32069,South,High_School,48,Female,White
38,48603,South,Some_College,45,Male,Asian
42,45593,West,Bachelor,50,Female,Asian
39,28261,South,High_School,37,Female,White
34,38521,Northeast,High_School,54,Male,Other
33,15184,Midwest,Below_High_School,45,Male,Black
30,39691,West,High_School,40,Male,White
37,13690,Northeast,Below_High_School,40,Female,White
25,42460,West,Some_College,51,Male,Other
26,29196,Northeast,Below_High_School,38,Female,White
28,15808,Midwest,Below_High_School,60,Male,Other
33,32579,Northeast,High_School,53,Female,Other
19,33438,West,High_School,54,Female,Asian
32,28707,West,High_School,25,Female,Asian
44,32421,West,High_School,37,Male,Other
37,39939,Midwest,High_School,22,Male,Black
33,49940,West,Some_College,43,Male,Black
48,70753,South,Above_Bachelor,28,Female,Asian
37,39488,South,Some_College,61,Male,White
31,36639,Northeast,High_School,33,Male,Other
32,54286,Northeast,Some_College,56,Male,White
34,58093,Northeast,Some_College,58,Female,Black
34,37824,South,Some_College,55,Female,Other
40,58760,South,Bachelor,58,Male,Black
33,33707,South,High_School,23,Male,Black
28,34437,South,High_School,29,Female,Black
30,49718,West,Some_College,45,Male,Black
30,22009,Northeast,Below_High_School,59,Female,Black
38,19151,West,Below_High_School,65,Female,White
31,17646,Northeast,Below_High_School,38,Male,Black
43,29529,South,High_School,57,Male,White
28,32227,Midwest,High_School,61,Female,Black
35,38093,West,High_School,28,Male,White
41,20637,South,Below_High_School,49,Male,Other
35,22976,Midwest,Below_High_School,32,Male,White
47,77282,Northeast,Bachelor,37,Female,White
44,47740,West,Some_College,65,Male,White
36,36684,Midwest,High_School,33,Male,Asian
43,46160,West,Some_College,53,Female,Other
43,35642,Northeast,High_School,37,Male,Black
30,37625,South,Some_College,30,Male,Asian
43,82538,Midwest,Above_Bachelor,50,Female,White
38,16018,Northeast,Below_High_School,38,Male,Black
36,28193,South,High_School,46,Female,Black
26,48134,West,High_School,49,Male,White
20,19697,West,Below_High_School,20,Female,White
39,52519,South,Bachelor,26,Male,Black
38,19346,South,Below_High_School,57,Male,White
40,81752,Northeast,Above_Bachelor,55,Female,Asian
34,12975,Northeast,Below_High_School,49,Male,Asian
37,14775,West,Below_High_School,64,Female,Black
38,32529,West,High_School,54,Male,White
39,57565,Northeast,Some_College,25,Male,White
22,19465,South,Below_High_School,59,Female,Asian
46,35146,Midwest,High_School,59,Female,White
31,55568,South,Bachelor,28,Male,White
39,42137,Midwest,Some_College,60,Female,Black
34,59340,Midwest,Bachelor,63,Female,Other
26,14557,West,Below_High_School,63,Male,Other
35,37179,West,High_School,40,Male,Asian
24,40799,Northeast,High_School,40,Female,Other
39,50684,Midwest,Some_College,59,Male,Asian
41,54498,West,Bachelor,34,Female,White
39,61855,Midwest,Bachelor,19,Female,Black
32,32837,Midwest,High_School,23,Female,Other
51,88787,Northeast,Above_Bachelor,23,Female,Black
29,26896,South,High_School,31,Female,Other
37,28502,South,High_School,56,Male,Asian
45,46022,West,Some_College,57,Male,Black
44,49946,Midwest,Some_College,32,Male,Other
31,48377,Midwest,Some_College,25,Male,White
34,42158,West,High_School,62,Male,Asian
44,66509,Northeast,Bachelor,30,Male,White
31,21470,South,Below_High_School,23,Male,White
42,40896,Midwest,Some_College,45,Female,Black
42,48384,West,Some_College,57,Female,Asian
49,52866,South,Above_Bachelor,59,Female,Other
36,35984,Midwest,High_School,38,Female,Other
34,20095,West,Below_High_School,28,Female,Asian
40,43699,South,Some_College,53,Male,Asian
35,68361,West,Bachelor,22,Male,Asian
29,20536,South,Below_High_School,46,Female,Other
35,15894,Midwest,Below_High_School,25,Female,Asian
43,55731,Northeast,Some_College,44,Male,Black
33,38964,Northeast,High_School,38,Female,White
39,55100,Midwest,Bachelor,47,Male,White
35,58178,South,Bachelor,32,Male,White
38,14455,West,Below_High_School,44,Female,White
33,27229,South,High_School,22,Female,Other
29,27237,South,High_School,52,Female,White
30,18029,South,Below_High_School,60,Female,White
26,37081,Midwest,High_School,46,Female,Asian
45,56767,West,Bachelor,42,Female,Other
36,34503,Midwest,Some_College,32,Female,Asian
30,42356,Northeast,Some_College,57,Female,Asian
46,59582,Northeast,Bachelor,46,Male,Black
48,60302,Northeast,Bachelor,35,Female,Asian
31,22973,South,High_School,36,Female,Other
30,36872,West,Some_College,41,Male,White
29,43414,South,Some_College,46,Male,Asian
30,32298,Northeast,High_School,41,Male,White
40,48732,South,Some_College,26,Male,Asian
37,43561,West,High_School,20,Female,White
35,39453,South,High_School,43,Male,Other
28,33269,South,Some_College,57,Female,Asian
39,35151,Midwest,High_School,22,Female,Other
44,54287,Midwest,Bachelor,58,Female,White
36,28033,South,High_School,30,Female,White
35,32236,Northeast,High_School,61,Female,Black
31,15759,West,Below_High_School,29,Male,Other
27,18834,South,Below_High_School,25,Female,White
35,30740,South,High_School,38,Male,Black
33,25848,West,Below_High_School,29,Female,Black
33,38418,Midwest,High_School,33,Female,Asian
42,68004,West,Above_Bachelor,46,Female,Black
39,42681,Northeast,High_School,32,Female,Asian
28,19078,Northeast,Below_High_School,23,Male,Black
32,30618,South,High_School,57,Female,Other
41,52952,Northeast,Bachelor,40,Female,White
43,44666,West,Some_College,28,Female,White
41,39954,Midwest,Some_College,51,Female,Asian
35,31211,Northeast,High_School,39,Female,White
40,37972,Northeast,High_School,32,Female,White
25,16846,West,Below_High_School,63,Male,White
38,32749,South,High_School,49,Male,White
37,25726,West,High_School,36,Male,Asian
42,84878,Northeast,Above_Bachelor,49,Male,Black
32,35764,Northeast,High_School,21,Female,Black
40,31403,Midwest,High_School,48,Female,Other
41,39790,Northeast,High_School,48,Male,Black
39,25171,Northeast,Below_High_School,55,Female,Asian
25,14229,Midwest,Below_High_School,62,Female,White
35,15497,South,Below_High_School,44,Male,Black
40,40436,Northeast,High_School,55,Female,White
37,32213,Midwest,High_School,37,Female,Other
34,33138,South,High_School,52,Male,Other
31,13405,Northeast,Below_High_School,55,Male,Black
41,45036,Northeast,Some_College,59,Female,Other
32,29440,South,High_School,47,Female,Asian
30,10051,Northeast,Below_High_School,65,Female,White
28,21525,West,Below_High_School,32,Male,White
29,35945,West,High_School,24,Male,White
44,90338,Northeast,Above_Bachelor,58,Male,White
48,53576,South,Bachelor,40,Male,White
35,51406,Northeast,Some_College,21,Male,Black
35,41089,West,High_School,59,Male,Asian
37,30058,Midwest,High_School,56,Male,White
45,71495,Northeast,Bachelor,39,Male,White
35,27537,South,High_School,22,Male,White
43,28675,South,Some_College,26,Male,White
43,39329,West,High_School,58,Male,Other
30,21094,Northeast,Below_High_School,52,Male,Black
20,32764,West,Below_High_School,27,Female,White
18,8100,West,Below_High_School,47,Female,White
44,52601,Midwest,Bachelor,45,Female,White
32,34089,Midwest,High_School,25,Male,White
35,18547,South,Below_High_School,21,Male,Other
35,34091,South,Some_College,24,Female,Black
25,31323,Northeast,High_School,42,Female,White
37,40170,West,High_School,63,Male,Asian
39,19600,South,Below_High_School,64,Male,White
21,20047,West,Below_High_School,42,Female,White
33,35321,Northeast,High_School,23,Female,Asian
37,48608,Midwest,Some_College,63,Male,Other
46,88728,Northeast,Above_Bachelor,19,Male,Black
24,16614,Northeast,Below_High_School,44,Female,White
41,37730,West,Some_College,53,Male,White
35,35796,Midwest,High_School,52,Female,Black
34,27709,South,High_School,59,Male,Asian
26,37079,Midwest,High_School,26,Male,Black
36,46960,Midwest,Some_College,29,Female,Other
38,35219,West,High_School,42,Female,Other
44,37545,West,High_School,33,Male,White
36,15457,South,Below_High_School,25,Male,White
29,58541,West,Some_College,39,Male,White
31,12411,South,Below_High_School,24,Male,Black
35,27178,South,High_School,35,Female,Other
44,70667,Northeast,Bachelor,23,Male,Black
40,62228,Northeast,Bachelor,29,Male,Black
47,42004,West,Some_College,52,Female,Black
53,54719,Midwest,Bachelor,40,Female,Asian
40,35341,South,High_School,44,Male,Other
36,53735,Northeast,Some_College,43,Female,White
43,58540,West,Bachelor,50,Male,Asian
35,42129,Midwest,High_School,38,Male,Other
38,33939,South,High_School,39,Male,Other
34,33837,Northeast,High_School,58,Male,White
25,11934,West,Below_High_School,58,Female,Other
38,46653,West,Some_College,58,Male,Asian
41,32143,Northeast,High_School,50,Male,White
34,42621,Northeast,High_School,23,Male,White
35,41624,Midwest,Some_College,30,Male,Asian
44,31945,South,High_School,41,Male,White
35,40663,West,Some_College,27,Male,White
32,17543,Midwest,Below_High_School,28,Female,White
25,25939,Northeast,Below_High_School,31,Male,Black
27,29280,Midwest,High_School,25,Male,Black
31,41221,Northeast,High_School,58,Male,Black
19,11394,South,Below_High_School,52,Male,White
40,21863,South,High_School,38,Female,Black
31,38204,West,High_School,63,Male,Black
44,38719,Midwest,High_School,59,Female,Black
32,36817,Northeast,High_School,20,Male,Black
43,78214,Midwest,Above_Bachelor,55,Male,White
40,38193,Midwest,High_School,41,Male,White
41,42878,Midwest,High_School,38,Male,Asian
50,74126,Midwest,Above_Bachelor,28,Male,Asian
25,14730,South,Below_High_School,21,Female,Other
26,30714,Northeast,High_School,38,Male,White
31,37296,West,High_School,35,Male,Asian
32,31611,Northeast,High_School,54,Male,White
33,41125,Midwest,Some_College,47,Male,White
52,61852,Northeast,Bachelor,57,Male,White
44,26007,Northeast,High_School,25,Male,Other
48,93175,Midwest,Above_Bachelor,18,Male,White
19,17816,Northeast,Below_High_School,51,Male,Black
40,48358,South,Some_College,20,Male,Asian
44,53305,Midwest,Bachelor,55,Female,Black
29,22197,Northeast,Below_High_School,60,Male,White
35,19049,Northeast,Below_High_School,60,Female,White
41,23056,Midwest,Below_High_School,33,Female,Black
25,19678,South,Below_High_School,38,Male,White
40,38114,West,High_School,32,Male,White
30,36708,Midwest,High_School,51,Male,Black
38,30023,West,Some_College,63,Female,Black
40,57077,Midwest,Bachelor,19,Male,Black
45,34802,West,High_School,43,Male,White
29,40891,West,High_School,42,Male,White
29,7637,West,Below_High_School,27,Female,Black
29,24710,Midwest,Below_High_School,37,Female,Asian
26,19116,Midwest,Below_High_School,29,Female,Asian
39,37766,Midwest,High_School,61,Female,White
34,23520,Midwest,Below_High_School,52,Female,Asian
28,35302,Midwest,High_School,46,Male,Asian
37,36820,Northeast,High_School,19,Female,Other
48,54147,Midwest,Bachelor,49,Male,White
43,78623,Northeast,Above_Bachelor,64,Male,Other
25,23070,South,Below_High_School,40,Female,Other
44,54044,West,Bachelor,45,Female,Asian
27,22989,South,Below_High_School,54,Female,White
38,31726,South,High_School,37,Male,White
31,36022,Midwest,High_School,26,Male,Other
26,15870,South,Below_High_School,37,Male,White
42,46657,Midwest,Some_College,61,Female,White
49,78499,Midwest,Above_Bachelor,49,Male,Asian
29,35086,South,High_School,62,Male,White
28,28059,West,Below_High_School,18,Male,White
32,35048,Northeast,High_School,55,Male,White
37,55193,Northeast,Bachelor,21,Female,Black
23,33805,Midwest,High_School,22,Male,White
35,40639,West,High_School,32,Male,Other
36,38893,West,High_School,63,Female,Black
30,37109,Northeast,High_School,21,Male,Asian
34,33344,West,High_School,64,Male,Other
28,17623,West,Below_High_School,43,Female,White
25,18455,West,Below_High_School,55,Male,Black
41,34138,Northeast,High_School,22,Female,Asian
37,36320,Northeast,High_School,52,Female,Black
37,51074,Northeast,High_School,20,Female,Black
32,23326,Midwest,Below_High_School,30,Female,Other
37,35021,West,High_School,26,Female,Other
27,14594,West,Below_High_School,19,Female,Asian
30,28597,Northeast,High_School,31,Male,White
26,15723,South,Below_High_School,51,Female,White
44,35563,Northeast,High_School,34,Female,White
35,14877,Northeast,Below_High_School,48,Female,Black
30,33780,Northeast,High_School,53,Male,White
30,32614,South,High_School,33,Male,Asian
44,45443,South,Some_College,63,Female,White
35,69664,Northeast,Bachelor,27,Female,White
38,47916,Northeast,Some_College,19,Male,Other
30,29691,West,High_School,65,Female,Other
35,44755,Northeast,High_School,18,Male,White
32,29171,Midwest,High_School,56,Male,White
37,34864,Midwest,High_School,56,Male,White
23,11671,Northeast,Below_High_School,19,Male,Asian
31,39322,Northeast,High_School,48,Female,Asian
41,32607,West,High_School,21,Female,Black
37,36864,West,High_School,65,Female,Other
37,39011,South,Some_College,35,Male,Other
36,31534,South,High_School,40,Female,Black
36,24214,South,High_School,43,Male,Black
38,41893,Midwest,Some_College,61,Male,Black
32,25905,South,High_School,18,Male,Asian
45,75952,West,Above_Bachelor,64,Male,White
39,41096,West,High_School,55,Female,White
25,11970,Midwest,Below_High_School,57,Female,White
38,41186,Midwest,High_School,61,Male,White
32,50813,Northeast,Some_College,57,Male,White
19,15537,West,Below_High_School,43,Male,Other
37,38010,South,High_School,56,Male,Black
39,32343,South,High_School,29,Female,White
42,61413,Midwest,Bachelor,45,Female,Other
39,38019,Northeast,High_School,57,Male,White
35,32189,South,High_School,65,Male,Black
38,59907,Northeast,Some_College,27,Male,Black
42,43729,South,Bachelor,59,Female,Asian
37,15917,Midwest,Below_High_School,19,Female,Black
28,14746,Northeast,Below_High_School,31,Male,White
30,35015,West,High_School,22,Male,Asian
39,43194,Midwest,Some_College,63,Male,Other
33,37337,West,High_School,39,Female,Asian
39,42538,South,Some_College,39,Female,White
33,32917,Midwest,High_School,19,Male,White
32,51786,South,Bachelor,60,Male,White
32,19270,Northeast,Below_High_School,41,Male,Other
45,40132,Northeast,High_School,42,Female,Asian
31,32710,South,High_School,61,Male,White
35,45454,Midwest,Some_College,42,Female,Asian
35,30802,Midwest,High_School,60,Female,Other
42,30821,West,High_School,50,Female,Black
25,16841,South,Below_High_School,24,Female,White
33,18917,Midwest,Below_High_School,47,Female,White
28,31512,Northeast,High_School,50,Male,Black
53,87330,Northeast,Above_Bachelor,23,Female,White
41,56911,West,Bachelor,63,Female,White
41,33700,West,High_School,35,Female,Other
34,7907,South,Below_High_School,41,Male,Black
30,10069,South,Below_High_School,23,Male,Asian
26,11283,West,Below_High_School,24,Female,Black
35,39417,Northeast,High_School,57,Female,White
20,30691,Midwest,High_School,19,Male,White
37,28826,Northeast,High_School,42,Female,Asian
57,63445,Northeast,Bachelor,40,Male,Other
30,21084,Midwest,Below_High_School,53,Female,White
47,67945,Northeast,Bachelor,21,Male,White
36,28080,Midwest,High_School,63,Male,Black
29,24457,Midwest,Below_High_School,47,Male,Other
37,37564,Midwest,High_School,34,Male,White
35,11360,South,Below_High_School,21,Female,White
31,31992,South,High_School,57,Female,White
40,81811,West,Above_Bachelor,40,Female,Other
25,21963,West,Below_High_School,63,Female,White
37,38769,West,High_School,58,Male,White
36,12564,Midwest,Below_High_School,51,Male,White
29,17838,Midwest,Below_High_School,64,Male,White
31,47472,Midwest,Some_College,36,Female,Other
28,25250,Northeast,Below_High_School,41,Female,White
32,29428,Midwest,High_School,65,Male,Other
32,36500,Midwest,High_School,18,Male,Asian
38,32952,Northeast,High_School,55,Male,Black
26,36082,Northeast,Below_High_School,60,Male,Asian
38,63046,Northeast,Bachelor,21,Male,White
38,29075,West,High_School,51,Male,White
35,16232,South,Below_High_School,19,Female,Black
31,23177,South,Below_High_School,22,Male,White
36,38760,Midwest,High_School,64,Female,Asian
43,28168,West,High_School,65,Female,White
35,46327,Northeast,Some_College,31,Male,White
25,33710,Northeast,High_School,24,Male,White
33,36848,South,High_School,47,Female,White
32,24704,Midwest,Below_High_School,35,Female,White
34,32417,Northeast,High_School,24,Female,White
34,26255,West,High_School,55,Female,White
30,21664,South,Below_High_School,45,Male,Other
39,33995,West,High_School,36,Female,Asian
40,40155,West,Some_College,53,Male,White
43,53629,Northeast,Some_College,49,Female,Black
34,35780,South,High_School,29,Male,Other
30,34595,Northeast,High_School,38,Female,Asian
43,55986,West,Some_College,30,Male,White
32,31358,Northeast,High_School,23,Male,Black
33,32415,Midwest,High_School,36,Female,Black
36,48953,Midwest,High_School,25,Female,White
45,57119,Northeast,Bachelor,27,Female,White
32,21763,Midwest,Below_High_School,23,Male,White
36,29500,South,High_School,48,Female,White
43,70906,Midwest,Bachelor,19,Female,White
38,62029,Midwest,Bachelor,42,Male,White
33,45401,West,Some_College,34,Female,Asian
33,31571,Northeast,High_School,61,Female,Asian
26,37887,West,High_School,55,Male,Asian
25,19997,South,Below_High_School,27,Male,White
32,36850,West,High_School,45,Female,White
28,18584,Northeast,Below_High_School,62,Female,Asian
31,32529,Northeast,High_School,45,Female,Black
41,45370,West,High_School,38,Male,Asian
31,19792,South,Below_High_School,38,Male,Asian
47,61248,Midwest,Bachelor,32,Male,Asian
37,47771,South,Some_College,57,Female,Asian
38,28141,Midwest,Below_High_School,56,Male,White
26,18522,Northeast,Below_High_School,22,Female,Asian
34,40482,West,Some_College,54,Female,White
49,74390,Midwest,Above_Bachelor,30,Female,White
35,24364,Midwest,High_School,20,Female,White
31,21879,Midwest,Below_High_School,25,Female,Other
40,44110,Midwest,Some_College,59,Female,White
27,26745,Northeast,Below_High_School,27,Male,Black
39,39215,Midwest,Some_College,55,Female,Asian
36,32611,Northeast,High_School,49,Male,Black
43,38997,South,Some_College,64,Female,Asian
37,49154,Northeast,Some_College,56,Male,White
26,34348,Northeast,Below_High_School,39,Male,Asian
37,35986,Midwest,High_School,30,Female,Black
41,59700,Northeast,Bachelor,40,Male,White
43,35742,Northeast,High_School,47,Male,White
30,54210,Northeast,Some_College,61,Female,Other
38,29665,West,High_School,41,Female,White
38,30229,West,High_School,30,Female,White
43,53889,Midwest,Bachelor,24,Male,White
40,51594,Northeast,Some_College,65,Male,White
43,38290,Northeast,High_School,26,Male,Other
33,37419,West,High_School,20,Female,Other
45,63810,West,Bachelor,54,Female,Other
33,21164,South,Below_High_School,21,Male,Asian
34,41254,Northeast,High_School,19,Female,Black
30,13601,Northeast,Below_High_School,36,Female,Asian
32,21356,South,High_School,18,Female,Black
39,30326,South,High_School,35,Male,Asian
40,53671,Northeast,Some_College,54,Male,White
33,30234,Midwest,High_School,61,Male,Other
32,18556,West,Below_High_School,25,Female,Asian
32,26369,Midwest,High_School,28,Male,White
30,45537,West,Some_College,23,Male,Black
29,17701,West,Below_High_School,26,Male,Asian
40,34883,South,High_School,38,Female,Black
48,51548,West,Some_College,40,Male,White
52,73556,Northeast,Above_Bachelor,62,Female,White
33,27573,South,High_School,20,Female,Asian
32,28192,Northeast,Below_High_School,40,Male,Black
37,45653,Midwest,High_School,64,Male,White
34,44439,Midwest,Some_College,62,Female,Asian
36,62512,Northeast,Bachelor,26,Female,White
34,14974,South,Below_High_School,61,Male,Other
39,33844,West,High_School,46,Female,White
37,46977,West,Some_College,29,Male,White
28,30341,Northeast,Below_High_School,27,Female,Black
37,19215,Midwest,Below_High_School,50,Male,Other
34,36751,Northeast,High_School,48,Male,Black
33,29346,Midwest,High_School,28,Female,White
38,30829,Northeast,High_School,63,Male,Asian
20,22889,Midwest,Below_High_School,51,Female,White
34,35526,South,Some_College,43,Male,White
30,47827,Northeast,Some_College,20,Male,Black
38,30800,South,High_School,24,Male,White
39,17177,Midwest,High_School,29,Male,Other
34,44755,Northeast,High_School,30,Female,Other
25,36398,Northeast,High_School,26,Male,Black
31,45198,Northeast,High_School,19,Male,Black
44,75185,Midwest,Above_Bachelor,40,Female,Asian
36,18756,Northeast,Below_High_School,53,Female,White
28,21025,Midwest,Below_High_School,30,Female,White
36,43937,Midwest,Some_College,30,Female,White
34,42891,West,Some_College,42,Male,White
53,57540,West,Bachelor,22,Female,White
42,59211,West,Bachelor,38,Male,White
33,42617,Northeast,High_School,25,Female,White
42,71931,Midwest,Bachelor,54,Male,Asian
45,65092,Midwest,Bachelor,35,Male,White
29,16918,South,Below_High_School,60,Male,Other
45,52358,South,Bachelor,31,Female,Asian
36,39052,Northeast,High_School,49,Female,Other
33,22494,Midwest,Below_High_School,63,Female,Black
32,36946,South,High_School,24,Female,Asian
39,41593,Northeast,High_School,31,Male,Other
30,45386,West,Some_College,52,Female,White
32,32166,Northeast,High_School,42,Female,Other
